location,total_sqft,bath,balcony,bhk,price,predicted_price_rf,price_per_sqft
Thanisandra,1800.0,3.0,3.0,3.0,90.0,100.29558484848484,5000.0
other,960.0,2.0,1.0,1.0,18.0,26.073842857142857,1875.0
Yelahanka,1036.0,2.0,3.0,2.0,39.35,45.075399999999966,3798.262548262548
Marathahalli,1583.0,3.0,3.0,3.0,105.0,104.61288333333334,6632.975363234365
7th Phase JP Nagar,3300.0,4.0,0.0,4.0,150.0,397.205,4545.454545454545
other,1100.0,2.0,2.0,2.0,65.0,52.632757641613324,5909.090909090909
other,800.0,1.0,1.0,1.0,100.0,61.353833333333334,12500.0
other,1246.0,2.0,1.0,2.0,65.0,69.05721650729204,5216.69341894061
other,850.0,2.0,3.0,2.0,28.0,32.603253968253966,3294.1176470588234
Raja Rajeshwari Nagar,1196.0,2.0,2.0,2.0,51.51,42.295731470473974,4306.8561872909695
Thanisandra,1697.0,3.0,2.0,3.0,114.0,113.03925000000002,6717.737183264585
other,1000.0,2.0,0.0,2.0,64.0,75.37479186596428,6400.0
other,1567.0,3.0,3.0,3.0,90.0,88.17741666666667,5743.458838544991
other,1200.0,1.0,1.0,2.0,36.0,82.63096248196248,3000.0
Sarjapur  Road,3750.0,6.0,3.0,4.0,290.0,286.35,7733.333333333333
other,950.0,2.0,2.0,2.0,45.0,42.05891222666222,4736.8421052631575
other,1022.0,2.0,2.0,2.0,52.0,46.205672943722945,5088.062622309198
other,1018.0,2.0,0.0,2.0,23.45,31.18699999999997,2303.5363457760313
other,2000.0,3.0,2.0,4.0,25.0,77.8560773441385,1250.0
other,1322.0,2.0,2.0,2.0,68.0,71.13049242424242,5143.721633888048
other,1800.0,4.0,2.0,4.0,145.0,113.73785714285714,8055.555555555556
other,1460.0,2.0,2.0,3.0,58.39,74.13878,3999.3150684931506
other,990.0,2.0,1.0,2.0,44.55,37.33009523809524,4500.0
other,2400.0,3.0,1.0,3.0,260.0,211.5431269563769,10833.333333333334
Whitefield,1635.0,2.0,2.0,3.0,85.0,87.30935,5198.7767584097855
other,3526.0,4.0,1.0,4.0,558.0,522.6116666666667,15825.2977878616
other,3400.0,3.0,1.0,4.0,210.0,237.65,6176.470588235294
other,2770.0,3.0,1.0,3.0,460.0,313.1805,16606.49819494585
other,3035.0,5.0,0.0,4.0,200.0,215.95,6589.785831960461
other,1533.0,3.0,2.0,3.0,85.0,110.01688666666665,5544.683626875408
other,1720.0,3.0,1.0,3.0,134.0,120.86533333333333,7790.697674418605
other,2000.0,3.0,1.0,3.0,200.0,128.94233116883115,10000.0
other,1185.0,2.0,2.0,2.0,75.84,63.67180391275393,6400.0
other,900.0,2.0,1.0,2.0,27.0,52.37462243048155,3000.0
other,395.0,1.0,1.0,1.0,10.25,13.775886079198578,2594.9367088607596
Electronic City Phase II,1031.0,2.0,1.0,2.0,56.35,54.06566761904761,5465.56741028128
Thanisandra,2650.0,4.0,2.0,4.0,240.0,237.4625,9056.603773584906
other,2400.0,5.0,1.0,5.0,415.0,355.8420833333333,17291.666666666668
Uttarahalli,1330.0,2.0,2.0,3.0,46.55,45.18464603174604,3500.0
other,1259.0,2.0,2.0,2.0,57.0,80.84146980685972,4527.4027005559965
Raja Rajeshwari Nagar,1570.0,3.0,2.0,3.0,88.0,77.87746666666665,5605.095541401274
other,1075.0,2.0,1.0,3.0,36.0,41.77439848548115,3348.8372093023254
Whitefield,1216.0,2.0,1.0,2.0,79.0,74.1151710718749,6496.710526315789
Sarjapur  Road,1428.0,2.0,2.0,3.0,66.0,66.84181111111113,4621.848739495798
other,1160.0,2.0,2.0,2.0,40.59,46.00748912044959,3499.1379310344832
other,600.0,2.0,1.0,3.0,110.0,77.01718767343769,18333.333333333332
other,1475.0,3.0,2.0,3.0,70.0,74.7992323809524,4745.762711864407
other,1754.0,3.0,2.0,3.0,135.0,127.69633333333333,7696.693272519954
other,1639.0,3.0,1.0,3.0,83.0,80.15148559523809,5064.063453325199
Hennur Road,1804.0,3.0,2.0,3.0,102.0,110.20297666666667,5654.10199556541
Whitefield,1200.0,3.0,2.0,3.0,56.2,60.36746444444444,4683.333333333333
other,1135.0,2.0,3.0,2.0,55.0,49.73623333333333,4845.814977973569
other,1260.0,2.0,2.0,2.0,46.62,72.60563153846155,3700.0
other,1440.0,5.0,1.0,5.0,110.0,111.46190476190479,7638.888888888889
Hennur Road,2160.0,3.0,2.0,3.0,160.0,135.092361904762,7407.407407407408
other,700.0,6.0,0.0,7.0,85.0,94.5925,12142.857142857143
other,1220.0,2.0,2.0,2.0,59.5,59.62786006141521,4877.049180327869
other,1200.0,2.0,0.0,2.0,67.0,75.83622885487857,5583.333333333333
Yelahanka,1300.0,2.0,3.0,2.0,65.0,64.66261890331889,5000.0
other,605.0,1.0,1.0,1.0,29.0,35.76373666666663,4793.388429752066
other,1230.0,4.0,1.0,6.0,210.0,189.7502777777778,17073.170731707316
other,1444.0,2.0,1.0,2.0,75.97,77.92210000000007,5261.0803324099725
other,924.0,2.0,1.0,2.0,45.0,50.16907615079364,4870.12987012987
other,1000.0,2.0,1.0,2.0,30.0,47.18313045524569,3000.0
other,600.0,4.0,0.0,4.0,95.0,65.76249999999999,15833.333333333334
other,1200.0,3.0,3.0,3.0,225.0,144.6957093253968,18750.0
other,845.0,2.0,1.0,2.0,29.0,35.635520091020105,3431.9526627218934
Kanakpura Road,700.0,2.0,1.0,2.0,35.0,37.122792861338006,5000.0
other,1187.0,2.0,2.0,2.0,58.0,47.79246168498169,4886.2679022746415
other,1625.0,3.0,2.0,3.0,55.0,83.21301587301588,3384.6153846153848
other,1200.0,2.0,2.0,2.0,83.0,57.5871973877602,6916.666666666667
other,1452.55,2.0,3.0,2.0,110.0,91.16239999999998,7572.889057175313
other,2357.0,3.0,2.0,3.0,151.0,158.28628571428573,6406.448875689436
other,1200.0,2.0,1.0,2.0,49.5,66.6977315562278,4125.0
other,1139.0,2.0,2.0,2.0,56.85,63.04885600198415,4991.220368744513
other,600.0,1.0,0.0,1.0,97.5,46.10695662638446,16250.0
Kanakpura Road,1660.0,3.0,3.0,3.0,75.0,83.10391904761906,4518.0722891566265
other,1170.0,2.0,3.0,2.0,105.0,58.89247655122657,8974.358974358975
other,1448.0,2.0,2.0,2.0,68.0,68.0751,4696.132596685083
other,1762.0,3.0,3.0,3.0,110.0,106.24463134920637,6242.905788876277
other,1105.0,2.0,1.0,2.0,38.65,48.15254156177154,3497.737556561086
Yelahanka,1825.0,3.0,1.0,3.0,105.0,107.715,5753.424657534247
other,296.0,1.0,0.0,1.0,22.89,33.01533333333333,7733.108108108108
other,1200.0,4.0,1.0,5.0,85.0,112.81566423853927,7083.333333333333
Thanisandra,1185.0,2.0,2.0,2.0,43.0,43.25672054310069,3628.6919831223627
Electronic City Phase II,1320.0,2.0,1.0,3.0,38.12,38.10752214285717,2887.8787878787875
other,1058.0,2.0,1.0,2.0,48.0,45.681696587301566,4536.862003780719
other,1220.0,2.0,2.0,2.0,60.0,59.62786006141521,4918.0327868852455
other,925.0,2.0,1.0,2.0,25.0,53.94089357864358,2702.7027027027025
other,1200.0,2.0,1.0,2.0,72.0,66.6977315562278,6000.0
other,1160.0,2.0,2.0,3.0,40.6,50.275686521805504,3500.0
other,600.0,4.0,3.0,3.0,72.0,94.35386904761907,12000.0
other,1411.0,3.0,2.0,3.0,91.72,83.48498571428576,6500.3543586109145
Bannerghatta Road,1550.0,3.0,2.0,3.0,78.0,86.41966666666667,5032.258064516129
other,3250.0,4.0,3.0,4.0,230.0,213.76,7076.923076923077
Haralur Road,2475.0,4.0,0.0,3.0,130.0,185.04046581196582,5252.525252525253
7th Phase JP Nagar,2503.0,4.0,0.0,4.0,188.0,178.41,7510.986815821015
Marathahalli,2524.0,5.0,2.0,4.0,190.0,189.01,7527.733755942948
other,1063.0,2.0,2.0,2.0,42.0,42.81723571428571,3951.081843838194
Kanakpura Road,1077.0,2.0,1.0,2.0,37.7,43.448210000000046,3500.4642525533895
other,1200.0,3.0,2.0,2.0,44.0,68.32890128754576,3666.6666666666665
other,1500.0,3.0,2.0,4.0,70.0,156.61457142857142,4666.666666666667
other,1045.0,2.0,2.0,2.0,76.77,44.29126999999998,7346.411483253589
other,1290.0,2.0,3.0,3.0,45.15,46.028759999999984,3500.0
other,1400.0,2.0,1.0,2.0,78.0,90.91465471195468,5571.428571428572
other,1600.0,3.0,2.0,3.0,58.14,106.3725991976015,3633.75
other,3095.0,3.0,3.0,3.0,375.0,320.13,12116.316639741519
other,1545.0,2.0,1.0,3.0,58.0,77.275,3754.045307443366
Sarjapur  Road,1680.0,3.0,1.0,3.0,112.0,133.7817142857143,6666.666666666667
other,1350.0,2.0,1.0,2.0,67.5,102.84488811188808,5000.0
other,950.0,2.0,1.0,2.0,38.0,41.52252424523735,4000.0
Thanisandra,1050.0,2.0,2.0,2.0,45.0,47.61473899548479,4285.714285714285
other,1305.0,2.0,2.0,3.0,49.0,52.28218864468865,3754.7892720306513
other,800.0,4.0,2.0,4.0,120.0,121.7525,15000.0
other,2700.0,7.0,2.0,5.0,125.0,144.81,4629.62962962963
other,1100.0,3.0,1.0,3.0,78.0,78.43619365079364,7090.909090909091
Thanisandra,3500.0,5.0,0.0,6.0,160.0,180.71333333333337,4571.428571428572
other,1634.0,3.0,1.0,3.0,83.33,91.81866666666664,5099.7552019583845
other,1352.0,2.0,2.0,2.0,85.0,75.56795833333332,6286.98224852071
other,1145.0,2.0,2.0,2.0,65.0,55.850313861067896,5676.855895196507
other,1240.0,2.0,0.0,2.0,43.79,52.23852365079357,3531.451612903226
7th Phase JP Nagar,2200.0,3.0,2.0,3.0,190.0,139.73324444444447,8636.363636363636
other,1020.0,2.0,1.0,2.0,39.0,48.394371557788894,3823.529411764706
other,3600.0,4.0,0.0,4.0,365.0,289.676271062271,10138.888888888889
Raja Rajeshwari Nagar,1168.0,2.0,1.0,2.0,61.0,54.39884285714286,5222.602739726028
Electronic City Phase II,1205.0,2.0,1.0,2.0,75.0,64.78080192307691,6224.066390041494
other,1195.0,2.0,2.0,2.0,100.0,73.22644493284493,8368.200836820084
other,1028.0,2.0,1.0,2.0,49.0,44.275241825396826,4766.536964980544
other,1175.0,2.0,2.0,2.0,48.27,61.10737366572928,4108.085106382979
other,1550.0,2.0,2.0,3.0,90.0,74.22081168831168,5806.451612903225
other,1826.0,3.0,2.0,3.0,165.0,125.6130303030303,9036.144578313253
other,2400.0,5.0,2.0,5.0,160.0,199.5293134920635,6666.666666666667
Yelahanka,1603.0,3.0,2.0,3.0,96.0,90.63666666666668,5988.7710542732375
Marathahalli,1350.0,3.0,1.0,3.0,72.0,78.83475944499943,5333.333333333333
other,714.0,1.0,1.0,1.0,28.0,42.702733333333335,3921.5686274509803
Whitefield,1215.0,2.0,3.0,2.0,65.0,55.35714999999999,5349.794238683127
other,1405.0,2.0,2.0,3.0,77.0,72.92293776482808,5480.427046263345
other,1142.0,2.0,1.0,2.0,51.0,50.410880775613265,4465.84938704028
other,4000.0,4.0,3.0,4.0,170.0,254.6225,4250.0
Whitefield,1870.0,3.0,2.0,3.0,90.0,106.78599999999999,4812.834224598931
other,1313.0,2.0,2.0,2.0,73.0,68.18226666666668,5559.786747905559
other,1945.0,3.0,3.0,3.0,120.0,120.71189523809524,6169.665809768638
Thanisandra,1573.0,3.0,2.0,3.0,95.0,104.04930952380954,6039.4151303242215
Sarjapur  Road,1255.0,2.0,1.0,2.0,92.0,84.0886544172984,7330.677290836654
other,1400.0,3.0,2.0,4.0,91.15,106.97691774891759,6510.714285714285
other,1235.0,2.0,2.0,2.0,43.63,67.73255863636363,3532.7935222672063
Sarjapur  Road,1380.0,2.0,1.0,3.0,52.0,53.867074999999986,3768.1159420289855
other,1500.0,9.0,2.0,7.0,250.0,238.55,16666.666666666668
other,1238.0,2.0,1.0,2.0,67.0,66.16790476190475,5411.954765751211
other,1465.0,2.0,3.0,3.0,74.72,78.66869000000005,5100.341296928327
other,1418.0,2.0,2.0,2.0,103.0,104.25114975955421,7263.7517630465445
other,1650.0,3.0,1.0,3.0,165.0,119.43853961904765,10000.0
other,351.0,1.0,1.0,1.0,16.0,16.0325,4558.404558404558
Uttarahalli,1279.0,2.0,2.0,2.0,48.0,58.926933333333324,3752.9319781078966
other,1870.0,3.0,1.0,3.0,200.0,131.98732142857142,10695.187165775402
other,1500.0,5.0,1.0,4.0,230.0,215.41773809523812,15333.333333333334
Hebbal,2526.0,2.0,2.0,3.0,250.0,215.09133333333332,9897.070467141726
other,1550.0,2.0,1.0,3.0,150.0,105.69625,9677.41935483871
Uttarahalli,1845.0,2.0,1.0,3.0,68.27,86.6060666666668,3700.271002710027
other,1360.0,2.0,1.0,3.0,59.27,58.05015301587302,4358.088235294118
other,1150.0,2.0,1.0,3.0,75.0,63.86914291666666,6521.739130434783
Whitefield,1260.0,2.0,2.0,2.0,49.5,52.378337142857134,3928.5714285714284
other,1200.0,3.0,1.0,3.0,74.0,103.0588305964313,6166.666666666667
other,965.0,2.0,1.0,2.0,42.5,40.26479746642245,4404.145077720207
other,1350.0,2.0,3.0,3.0,48.0,60.66190952380953,3555.5555555555557
other,1447.0,2.0,1.0,2.0,75.97,75.97000000000007,5250.172771250864
other,1229.0,3.0,1.0,3.0,86.03,53.47724999999998,7000.0
other,1027.0,2.0,2.0,2.0,43.0,43.46029631479633,4186.952288218111
other,1153.0,2.0,1.0,2.0,48.5,55.35170297077922,4206.418039895923
Whitefield,2856.0,5.0,0.0,4.0,145.5,157.10392857142858,5094.53781512605
other,1065.0,2.0,2.0,2.0,50.0,41.80565535714284,4694.835680751174
other,1030.0,2.0,3.0,2.0,61.0,58.90463492063492,5922.330097087379
other,1340.0,2.0,2.0,2.0,61.0,66.7739405844156,4552.238805970149
Marathahalli,4000.0,5.0,0.0,4.0,212.0,218.49,5300.0
other,600.0,1.0,0.0,1.0,32.0,46.10695662638446,5333.333333333333
other,1410.0,2.0,3.0,3.0,44.42,52.176190786713285,3150.354609929078
other,1055.0,2.0,2.0,2.0,45.35,52.001825000000025,4298.578199052133
Yelahanka,1304.0,2.0,1.0,2.0,79.0,82.1225,6058.2822085889575
other,2720.0,4.0,1.0,4.0,485.0,193.6065,17830.882352941175
other,990.0,2.0,1.0,2.0,31.5,37.33009523809524,3181.818181818182
7th Phase JP Nagar,1035.0,2.0,1.0,2.0,39.33,39.69204999999995,3800.0
other,700.0,1.0,0.0,1.0,30.09,68.65781523809524,4298.571428571428
other,1120.0,2.0,2.0,2.0,43.0,43.74920927108712,3839.285714285714
Haralur Road,1300.0,2.0,2.0,2.0,73.0,69.56456349206348,5615.384615384615
other,1239.0,2.0,1.0,2.0,82.0,65.88668095238096,6618.240516545601
Sarjapur  Road,1403.0,3.0,3.0,3.0,51.63,51.68660000000007,3679.9714896650034
other,1365.0,2.0,1.0,2.0,92.0,100.18975714285716,6739.92673992674
other,1165.0,2.0,1.0,2.0,135.0,59.45876771839275,11587.982832618025
other,1130.0,2.0,3.0,3.0,45.19,50.227512698412674,3999.1150442477874
other,1776.42,3.0,2.0,3.0,105.0,118.87016666666668,5910.764346269463
other,900.0,4.0,3.0,4.0,175.0,164.39,19444.444444444445
Haralur Road,1194.0,2.0,2.0,2.0,47.0,46.57863746015468,3936.348408710218
other,1107.0,2.0,2.0,2.0,33.0,37.73956666666665,2981.029810298103
other,2319.0,3.0,2.0,3.0,180.0,162.43299999999996,7761.966364812419
other,1520.0,3.0,3.0,3.0,80.0,83.41583333333334,5263.1578947368425
other,1536.0,3.0,1.0,3.0,89.0,99.3747380952381,5794.270833333333
other,3000.0,4.0,2.0,4.0,240.0,213.16301948051955,8000.0
other,1050.0,2.0,1.0,2.0,38.0,54.18199270903312,3619.0476190476193
other,1850.0,3.0,2.0,3.0,146.0,105.33316305916306,7891.891891891892
other,1112.0,2.0,2.0,2.0,62.0,47.64852857142857,5575.5395683453235
Marathahalli,1535.0,3.0,2.0,3.0,72.5,74.78936547619048,4723.127035830619
Kanakpura Road,1050.0,2.0,1.0,2.0,35.0,45.5401526037851,3333.3333333333335
other,2400.0,3.0,2.0,4.0,370.0,319.209634920635,15416.666666666666
7th Phase JP Nagar,1250.0,3.0,2.0,3.0,65.0,59.6940294227674,5200.0
other,1187.0,2.0,3.0,2.0,52.0,55.52716666666666,4380.791912384162
other,1164.0,2.0,1.0,2.0,56.0,64.052813968254,4810.996563573884
Electronic City Phase II,1395.0,2.0,1.0,3.0,62.78,57.84949999999998,4500.358422939068
other,2072.0,3.0,2.0,3.0,108.0,114.36,5212.355212355213
Kanakpura Road,1450.0,3.0,3.0,3.0,60.91,58.08395304768762,4200.689655172414
Bannerghatta Road,1550.0,3.0,2.0,3.0,82.0,86.41966666666667,5290.322580645161
other,1315.0,2.0,2.0,2.0,90.0,100.26001587301587,6844.106463878327
Hebbal,3067.0,4.0,3.0,4.0,230.0,305.72933333333333,7499.184871209651
other,1210.0,2.0,2.0,2.0,72.0,60.67108694083694,5950.413223140496
other,1075.0,2.0,1.0,3.0,47.0,41.77439848548115,4372.093023255814
other,11338.0,9.0,1.0,6.0,1000.0,1287.84,8819.897689186806
other,1215.0,3.0,1.0,3.0,42.2,45.54647894736836,3473.251028806584
other,1470.0,2.0,2.0,3.0,75.0,83.61081507936511,5102.040816326531
other,30000.0,4.0,0.0,4.0,2100.0,1767.91,7000.0
other,1590.0,2.0,2.0,3.0,125.0,127.48948809523809,7861.635220125786
Kanakpura Road,1050.0,2.0,1.0,2.0,36.75,45.5401526037851,3500.0
Raja Rajeshwari Nagar,1306.0,2.0,1.0,2.0,55.91,58.34546666666662,4281.010719754977
other,2000.0,3.0,2.0,3.0,250.0,140.17675117631924,12500.0
other,1445.0,3.0,2.0,3.0,64.0,65.11966666666666,4429.065743944637
Sarjapur  Road,1220.0,3.0,2.0,3.0,58.0,57.969430158730155,4754.098360655737
other,3190.0,3.0,1.0,4.0,160.0,194.16666666666669,5015.673981191223
other,1215.0,2.0,1.0,2.0,51.26,46.38800393578643,4218.930041152264
other,1920.0,2.0,1.0,3.0,88.0,110.21799999999999,4583.333333333333
other,1390.0,2.0,2.0,2.0,60.0,74.13170000000002,4316.546762589928
other,800.0,2.0,1.0,3.0,75.0,72.75687554112555,9375.0
other,600.0,3.0,2.0,3.0,100.0,80.33704528804529,16666.666666666668
other,1196.0,2.0,0.0,2.0,71.74,70.47328011293807,5998.327759197324
Bannerghatta Road,1550.0,2.0,2.0,3.0,75.0,74.63415833333333,4838.709677419355
other,1418.0,2.0,2.0,2.0,101.0,104.25114975955421,7122.708039492242
other,1655.0,3.0,2.0,3.0,115.0,117.23351523809528,6948.640483383686
other,1115.0,2.0,2.0,2.0,33.45,48.01226488095235,3000.0000000000005
other,1170.0,2.0,2.0,2.0,68.0,61.03580080609331,5811.965811965812
other,1035.0,2.0,2.0,2.0,38.3,54.12150511224887,3700.483091787439
other,1306.0,2.0,2.0,3.0,58.0,57.37614285714286,4441.04134762634
other,750.0,2.0,2.0,2.0,22.0,26.06319157647907,2933.3333333333335
Thanisandra,1917.0,3.0,3.0,3.0,122.0,118.19,6364.110589462703
other,1615.0,3.0,3.0,3.0,58.0,65.35465,3591.331269349845
Marathahalli,1071.0,2.0,2.0,2.0,52.25,51.01350923992674,4878.618113912232
other,1325.0,2.0,2.0,2.0,119.0,71.77600564713065,8981.132075471698
other,1400.0,2.0,1.0,3.0,88.0,85.7033973593074,6285.714285714285
other,1246.0,2.0,1.0,2.0,82.0,69.05721650729204,6581.0593900481545
other,1215.0,2.0,0.0,2.0,40.0,50.714139999999986,3292.1810699588477
other,1200.0,2.0,2.0,2.0,49.5,57.5871973877602,4125.0
other,450.0,3.0,1.0,4.0,53.0,55.324,11777.777777777777
other,1200.0,2.0,2.0,2.0,60.0,57.5871973877602,5000.0
other,945.0,2.0,2.0,2.0,50.0,50.403333333333336,5291.005291005291
other,4460.0,5.0,0.0,4.0,650.0,582.99,14573.991031390135
other,1175.0,2.0,1.0,2.0,52.0,51.49707879410621,4425.531914893617
Whitefield,920.0,2.0,1.0,2.0,63.0,56.1946380952381,6847.826086956522
other,3024.0,5.0,1.0,4.0,350.0,294.1543333333333,11574.074074074075
other,1600.0,2.0,2.0,2.0,110.0,101.78200999999999,6875.0
other,750.0,2.0,0.0,4.0,110.0,54.075,14666.666666666666
other,955.0,1.0,2.0,2.0,34.01,47.442534090909085,3561.256544502618
other,1750.0,3.0,3.0,3.0,100.0,129.25167776667777,5714.285714285715
Uttarahalli,1425.0,2.0,2.0,3.0,64.0,62.49023866161617,4491.228070175439
other,2150.0,3.0,2.0,3.0,265.0,220.9958333333333,12325.581395348838
Whitefield,1165.0,2.0,1.0,2.0,40.5,47.22738416666667,3476.3948497854076
other,1050.0,2.0,2.0,2.0,48.0,53.63067564648229,4571.428571428572
other,1370.0,2.0,2.0,3.0,75.0,69.05136428571426,5474.4525547445255
Electronic City,1374.0,2.0,1.0,3.0,72.0,61.29374814574314,5240.174672489083
other,1754.0,3.0,2.0,3.0,124.0,127.69633333333333,7069.555302166476
other,1847.0,3.0,2.0,3.0,110.0,119.56721933621934,5955.603681645913
other,1850.0,4.0,3.0,3.0,139.0,131.0345833333333,7513.513513513513
other,3297.0,3.0,1.0,3.0,135.0,200.7875,4094.631483166515
other,1187.0,2.0,2.0,2.0,45.0,47.79246168498169,3791.0699241786015
other,1400.0,2.0,1.0,3.0,40.44,85.7033973593074,2888.5714285714284
other,600.0,2.0,0.0,3.0,30.0,70.89119047619047,5000.0
other,1350.0,2.0,3.0,2.0,180.0,111.48166666666665,13333.333333333334
other,3000.0,2.0,2.0,3.0,120.0,204.83,4000.0
Thanisandra,693.0,1.0,1.0,1.0,34.3,34.52435000000005,4949.494949494949
other,1980.0,3.0,2.0,3.0,224.0,161.2972428571429,11313.131313131313
other,1021.0,2.0,1.0,2.0,48.0,69.53848523569371,4701.273261508325
other,1165.0,2.0,2.0,2.0,95.0,64.36473055833056,8154.50643776824
other,1756.0,3.0,2.0,3.0,92.0,149.94264285714283,5239.179954441914
other,1739.0,3.0,1.0,3.0,105.0,116.955,6037.952846463485
other,1280.0,2.0,0.0,2.0,65.0,62.77268095238095,5078.125
Marathahalli,1215.0,2.0,2.0,2.0,58.86,60.09609999999992,4844.444444444444
other,950.0,2.0,1.0,2.0,46.5,41.52252424523735,4894.736842105263
other,1082.0,2.0,1.0,3.0,49.0,49.622721930846936,4528.650646950093
7th Phase JP Nagar,1050.0,2.0,1.0,2.0,42.0,58.66980871239875,4000.0
other,1080.0,2.0,0.0,2.0,53.35,52.48076760461764,4939.814814814815
other,1100.0,2.0,2.0,2.0,55.0,52.632757641613324,5000.0
other,3200.0,4.0,1.0,4.0,205.0,225.41250000000002,6406.25
Sarjapur  Road,1311.0,2.0,1.0,2.0,78.0,75.40900666666667,5949.656750572082
Raja Rajeshwari Nagar,1608.0,3.0,1.0,3.0,67.98,75.1555999999999,4227.611940298508
other,1160.0,2.0,2.0,2.0,36.0,46.00748912044959,3103.448275862069
Whitefield,1170.0,2.0,1.0,2.0,71.0,54.707,6068.376068376068
other,1155.0,2.0,2.0,2.0,40.6,43.365281327561334,3515.151515151515
Hebbal,1255.0,2.0,1.0,3.0,77.68,88.01909252525257,6189.641434262949
other,1065.0,2.0,2.0,2.0,44.95,41.80565535714284,4220.657276995305
other,674.0,1.0,1.0,1.0,21.0,30.050209523809503,3115.727002967359
other,1936.0,4.0,2.0,3.0,126.0,126.49083333333334,6508.264462809917
other,2289.0,3.0,2.0,3.0,260.0,238.28976190476192,11358.671909130624
other,1100.0,2.0,1.0,2.0,38.45,56.64297445552915,3495.454545454546
other,2257.0,4.0,2.0,3.0,157.0,207.8975,6956.136464333185
other,1055.0,2.0,2.0,2.0,55.0,52.001825000000025,5213.270142180095
Raja Rajeshwari Nagar,1530.0,3.0,3.0,3.0,51.87,56.316058571428556,3390.1960784313724
other,1700.0,3.0,1.0,3.0,97.0,130.92156773781775,5705.882352941177
Raja Rajeshwari Nagar,1575.0,2.0,2.0,3.0,78.0,89.54878571428573,4952.380952380952
other,3500.0,4.0,2.0,3.0,330.0,356.9970833333333,9428.57142857143
other,1263.0,2.0,1.0,2.0,93.32,66.516185,7388.756927949327
other,1559.0,3.0,0.0,3.0,69.315,73.97349999999989,4446.119307248236
other,1043.0,2.0,2.0,2.0,65.0,53.59293333333333,6232.023010546501
other,1255.0,2.0,2.0,2.0,53.5,59.16199837524104,4262.948207171315
other,1352.5,2.0,0.0,2.0,93.865,89.48331249999988,6940.110905730129
other,590.0,1.0,0.0,1.0,13.57,33.85783349501809,2300.0
Yelahanka,1550.0,3.0,1.0,3.0,120.0,106.21516666666666,7741.935483870968
Sarjapur  Road,1220.0,3.0,3.0,3.0,56.0,60.70816825396825,4590.163934426229
other,1900.0,3.0,3.0,3.0,160.0,154.935,8421.052631578947
other,1360.0,3.0,3.0,3.0,55.0,55.80435000000001,4044.1176470588234
other,1100.0,2.0,1.0,2.0,75.0,56.64297445552915,6818.181818181818
other,1455.0,3.0,2.0,3.0,73.31,60.65527333333334,5038.487972508591
other,1035.0,2.0,1.0,2.0,40.5,43.58534193997997,3913.0434782608695
other,1152.0,2.0,2.0,2.0,69.0,62.20087833333334,5989.583333333333
other,1299.0,2.0,2.0,2.0,82.0,87.59194903397255,6312.548113933795
Sarjapur  Road,1157.0,2.0,1.0,3.0,75.0,67.56007294316798,6482.281763180639
other,1050.0,2.0,2.0,2.0,52.5,53.63067564648229,5000.0
other,1050.0,2.0,2.0,2.0,40.0,53.63067564648229,3809.5238095238096
other,1246.0,2.0,1.0,2.0,67.4,69.05721650729204,5409.309791332264
other,1929.0,3.0,2.0,3.0,115.0,114.78,5961.638154484189
other,1285.0,2.0,1.0,2.0,60.0,61.42974919386169,4669.260700389105
other,1200.0,2.0,0.0,3.0,65.0,78.87850131915609,5416.666666666667
other,3161.0,4.0,3.0,4.0,214.0,218.99,6770.00949066751
other,1850.0,3.0,0.0,3.0,170.0,141.16166666666666,9189.18918918919
other,1025.0,2.0,0.0,3.0,37.0,43.01841666666666,3609.756097560976
other,1124.0,3.0,2.0,2.0,80.0,69.46799761904761,7117.437722419929
other,1012.0,2.0,1.0,2.0,54.59,61.609969767438,5394.268774703557
