location,total_sqft,bath,balcony,bhk,price
other,3436.0,6.0,3.0,4.0,500.0
other,1200.0,4.0,0.0,3.0,145.0
other,1140.0,2.0,2.0,2.0,50.0
other,1200.0,2.0,1.0,2.0,100.0
other,1532.0,3.0,2.0,3.0,83.0
other,2776.0,4.0,2.0,3.0,195.0
other,1531.0,2.0,0.0,3.0,75.0
other,1270.0,2.0,2.0,3.0,50.79
Uttarahalli,1325.0,2.0,1.0,2.0,53.0
other,1200.0,3.0,1.0,3.0,160.0
Electronic City,1156.0,2.0,2.0,3.0,44.0
other,2000.0,4.0,2.0,4.0,320.0
Bannerghatta Road,1260.0,2.0,2.0,2.0,70.0
other,1934.0,2.0,0.0,2.0,90.0
other,1060.0,2.0,1.0,2.0,40.0
other,1476.0,3.0,1.0,3.0,95.0
other,1185.0,2.0,1.0,2.0,85.0
other,1265.0,2.0,1.0,3.0,82.0
other,3200.0,5.0,1.0,4.0,150.0
other,1196.0,2.0,2.0,2.0,56.81
other,1280.0,2.0,1.0,2.0,69.0
Marathahalli,800.0,4.0,2.0,4.0,86.0
other,1175.0,2.0,0.0,2.0,45.0
other,1850.0,3.0,3.0,3.0,98.0
other,2400.0,4.0,2.0,4.0,525.0
Whitefield,1195.0,2.0,1.0,2.0,70.0
other,2000.0,3.0,3.0,3.0,185.0
other,600.0,4.0,0.0,7.0,100.0
other,800.0,5.0,3.0,4.0,155.0
other,1180.0,2.0,2.0,2.0,36.5
other,1050.0,2.0,1.0,2.0,49.87
Electronic City,1400.0,2.0,1.0,3.0,40.44
other,2360.0,4.0,2.0,4.0,150.0
other,1030.0,2.0,1.0,2.0,77.25
other,1512.0,1.0,2.0,2.0,65.01
other,929.0,2.0,1.0,2.0,48.0
other,1252.0,3.0,3.0,3.0,61.0
other,1485.0,3.0,2.0,3.0,115.0
other,1124.0,2.0,2.0,3.0,55.0
other,2400.0,6.0,3.0,6.0,370.0
other,1407.0,3.0,1.0,3.0,120.0
Hennur Road,1482.0,2.0,3.0,3.0,97.0
other,1163.0,2.0,1.0,2.0,98.86
other,1570.0,3.0,2.0,3.0,140.0
Whitefield,3480.0,4.0,0.0,3.0,284.0
other,520.0,1.0,1.0,1.0,14.04
other,2000.0,3.0,2.0,3.0,160.0
other,1352.0,2.0,2.0,2.0,75.0
Electronic City,1152.0,2.0,1.0,2.0,65.0
other,1575.0,3.0,2.0,3.0,93.0
other,1965.0,4.0,2.0,3.0,125.0
other,1300.0,2.0,2.0,3.0,70.0
Marathahalli,957.0,2.0,1.0,2.0,47.0
other,1740.0,3.0,3.0,3.0,60.0
Kanakpura Road,1080.0,6.0,3.0,5.0,65.0
other,1060.0,2.0,0.0,2.0,35.0
other,975.0,2.0,2.0,2.0,50.0
other,1150.0,2.0,2.0,2.0,51.0
Whitefield,1738.0,2.0,3.0,3.0,79.0
other,1250.0,3.0,2.0,3.0,55.0
Bannerghatta Road,1788.0,3.0,2.0,3.0,90.0
other,1151.0,2.0,1.0,2.0,59.0
Uttarahalli,1300.0,2.0,2.0,3.0,60.0
other,1150.0,2.0,1.0,2.0,52.8
other,1380.0,2.0,1.0,2.0,75.0
Hebbal,1645.0,3.0,2.0,3.0,117.0
other,1141.0,2.0,1.0,2.0,45.9
7th Phase JP Nagar,1175.0,2.0,2.0,2.0,82.5
other,1355.0,2.0,1.0,3.0,61.0
other,1150.0,2.0,0.0,2.0,70.0
other,5800.0,5.0,0.0,5.0,80.0
other,1000.0,2.0,2.0,2.0,45.0
other,1007.0,2.0,1.0,2.0,65.0
other,3000.0,5.0,2.0,4.0,100.0
other,1436.0,3.0,3.0,3.0,70.0
Marathahalli,4000.0,4.0,3.0,4.0,220.0
other,2372.0,3.0,0.0,3.0,140.0
other,1500.0,6.0,0.0,6.0,240.0
other,1200.0,2.0,0.0,2.0,150.0
other,1016.0,2.0,1.0,2.0,58.0
other,1100.0,2.0,2.0,2.0,48.0
other,1080.0,2.0,1.0,2.0,45.0
Electronic City,1070.0,2.0,1.0,2.0,60.0
other,1532.0,3.0,1.0,3.0,115.0
other,1040.0,2.0,2.0,2.0,42.12
other,3100.0,3.0,3.0,3.0,250.0
other,1137.5,2.0,0.0,2.0,48.905
Thanisandra,1430.0,2.0,2.0,3.0,51.6
other,1160.0,1.0,0.0,2.0,163.0
other,3262.0,5.0,2.0,4.0,205.0
other,2100.0,7.0,0.0,7.0,410.0
other,1190.0,2.0,2.0,2.0,100.0
other,1827.0,3.0,3.0,3.0,100.0
other,1210.0,2.0,1.0,2.0,75.0
other,1500.0,3.0,3.0,3.0,95.0
other,1050.0,2.0,2.0,2.0,53.5
Hebbal,1251.0,2.0,1.0,2.0,88.73
other,1600.0,2.0,2.0,3.0,115.0
Electronic City,1128.0,2.0,1.0,2.0,65.5
other,1820.0,3.0,2.0,3.0,93.0
other,2072.0,4.0,2.0,3.0,159.0
Raja Rajeshwari Nagar,1510.0,2.0,3.0,3.0,59.0
other,1925.0,2.0,3.0,3.0,114.0
Hennur Road,2651.0,2.0,2.0,3.0,225.0
other,2072.0,4.0,2.0,3.0,147.0
other,1000.0,2.0,2.0,2.0,36.0
other,1752.0,3.0,2.0,3.0,145.0
other,960.0,2.0,3.0,2.0,56.0
other,1180.0,2.0,2.0,2.0,63.0
other,2270.0,3.0,1.0,3.0,180.0
other,650.0,2.0,0.0,2.0,59.0
other,1200.0,2.0,1.0,2.0,75.0
other,1180.0,2.0,1.0,3.0,46.0
other,1300.0,3.0,2.0,3.0,47.0
Bannerghatta Road,1157.0,2.0,0.0,2.0,40.0
Kanakpura Road,1300.0,3.0,2.0,3.0,69.0
other,1305.0,2.0,1.0,3.0,59.0
other,2006.0,4.0,2.0,3.0,196.0
other,1290.0,2.0,1.0,2.0,80.0
other,1170.0,2.0,3.0,2.0,45.0
other,971.0,2.0,2.0,4.0,135.0
other,1400.0,2.0,3.0,2.0,78.0
other,1200.0,2.0,2.0,2.0,75.0
other,1155.0,2.0,0.0,3.0,60.0
other,1725.0,3.0,2.0,3.0,85.0
Kanakpura Road,700.0,2.0,1.0,2.0,40.0
other,1112.0,2.0,1.0,2.0,88.0
other,1178.0,2.0,0.0,2.0,78.0
other,1274.0,2.0,1.0,2.0,81.0
other,915.0,2.0,1.0,2.0,32.0
other,1650.0,6.0,2.0,8.0,135.0
other,760.0,1.0,2.0,1.0,21.28
other,1540.0,3.0,2.0,3.0,68.0
other,1206.0,2.0,3.0,2.0,38.5
other,1645.0,3.0,2.0,3.0,95.0
other,1200.0,4.0,2.0,4.0,170.0
other,1200.0,4.0,1.0,4.0,140.0
other,2342.0,3.0,2.0,4.0,115.0
other,1200.0,2.0,1.0,3.0,55.0
other,1056.0,2.0,2.0,2.0,33.0
Raja Rajeshwari Nagar,4800.0,8.0,0.0,8.0,225.0
Kanakpura Road,1450.0,3.0,3.0,3.0,54.3
other,1161.0,2.0,2.0,2.0,36.69
other,1097.0,2.0,3.0,2.0,65.0
Uttarahalli,850.0,2.0,2.0,2.0,35.0
other,1715.0,3.0,2.0,3.0,115.0
other,2300.0,3.0,0.0,3.0,317.0
Electronic City,1200.0,2.0,1.0,2.0,59.0
other,1080.0,2.0,2.0,2.0,38.0
other,1200.0,2.0,1.0,2.0,50.3
other,2400.0,4.0,0.0,4.0,550.0
other,1400.0,2.0,1.0,3.0,78.0
Whitefield,1500.0,4.0,3.0,4.0,200.0
Kanakpura Road,458.0,1.0,0.0,1.0,19.695
Marathahalli,1230.0,2.0,1.0,2.0,57.0
other,1640.0,3.0,3.0,3.0,88.0
other,1700.0,3.0,2.0,3.0,125.0
other,1478.0,2.0,0.0,3.0,44.0
other,6600.0,4.0,0.0,4.0,986.0
other,1020.0,2.0,2.0,2.0,40.79
other,1200.0,2.0,1.0,2.0,150.0
Yelahanka,1275.0,2.0,2.0,3.0,95.0
other,1600.0,3.0,1.0,4.0,165.0
other,1110.0,2.0,2.0,2.0,38.85
Uttarahalli,1627.86,3.0,2.0,3.0,88.0
other,620.0,2.0,1.0,2.0,22.0
Whitefield,3004.0,4.0,2.0,4.0,285.0
other,1133.0,2.0,1.0,2.0,52.0
Hennur Road,1182.0,2.0,2.0,2.0,82.5
other,1500.0,3.0,3.0,3.0,100.0
other,3900.0,5.0,0.0,4.0,360.0
Marathahalli,1200.0,2.0,2.0,2.0,58.0
Raja Rajeshwari Nagar,1128.0,2.0,1.0,2.0,48.79
other,900.0,2.0,2.0,2.0,110.0
other,1100.0,2.0,1.0,2.0,45.0
other,635.0,1.0,1.0,2.0,22.0
other,2062.0,3.0,0.0,4.0,140.0
Thanisandra,1874.0,4.0,1.0,3.0,130.0
other,600.0,3.0,2.0,4.0,78.0
other,1171.0,2.0,2.0,2.0,75.0
other,2020.0,3.0,3.0,3.0,85.0
other,1059.0,2.0,2.0,2.0,34.5
other,1315.0,2.0,1.0,3.0,59.1
other,1760.0,3.0,2.0,3.0,110.0
other,1200.0,2.0,1.0,2.0,125.0
Hennur Road,1192.0,2.0,1.0,3.0,62.0
Hebbal,1645.0,3.0,2.0,3.0,121.0
Whitefield,1250.0,2.0,2.0,2.0,72.0
Whitefield,709.0,1.0,0.0,1.0,34.385
Whitefield,1340.0,2.0,1.0,2.0,77.0
other,2388.0,4.0,3.0,3.0,239.0
other,1369.1,2.0,1.0,2.0,104.0
other,1355.0,2.0,3.0,2.0,75.0
Bannerghatta Road,1150.0,2.0,2.0,2.0,65.0
other,1938.0,3.0,3.0,3.0,113.0
other,2462.0,4.0,3.0,4.0,124.0
other,1636.0,3.0,2.0,3.0,85.0
other,1430.0,2.0,2.0,3.0,75.0
other,2000.0,3.0,2.0,3.0,85.0
Electronic City Phase II,993.0,2.0,2.0,3.0,50.0
other,1260.0,4.0,1.0,4.0,150.0
Kanakpura Road,1700.0,3.0,3.0,3.0,88.0
Yelahanka,1270.0,2.0,2.0,2.0,78.0
other,1500.0,3.0,1.0,3.0,121.0
other,2300.0,3.0,3.0,3.0,290.0
other,7500.0,4.0,2.0,4.0,900.0
Marathahalli,1650.0,3.0,3.0,3.0,86.45
other,1109.0,2.0,1.0,2.0,63.0
other,1280.0,2.0,1.0,2.0,49.75
other,2885.0,3.0,1.0,4.0,185.0
other,1200.0,9.0,1.0,9.0,145.0
other,1600.0,3.0,2.0,3.0,180.0
other,1462.0,3.0,3.0,3.0,71.0
Marathahalli,607.0,1.0,1.0,1.0,35.0
other,930.0,2.0,0.0,2.0,25.0
other,4500.0,5.0,2.0,4.0,300.0
other,1200.0,5.0,0.0,5.0,160.0
other,2600.0,3.0,1.0,3.0,237.0
other,3000.0,4.0,2.0,4.0,140.0
Electronic City Phase II,1418.0,3.0,2.0,3.0,52.47
other,4200.0,1.0,2.0,2.0,160.0
other,1125.0,2.0,1.0,2.0,65.0
other,1825.0,3.0,2.0,3.0,126.0
Whitefield,1320.0,2.0,3.0,2.0,79.5
other,3000.0,4.0,2.0,4.0,140.0
other,1490.0,2.0,2.0,3.0,300.0
other,1650.0,3.0,1.0,4.0,300.0
Whitefield,750.0,2.0,1.0,2.0,52.7
Yelahanka,1400.0,2.0,2.0,3.0,80.54
other,4104.0,4.0,3.0,4.0,360.0
other,5000.0,4.0,0.0,4.0,375.0
other,3295.0,4.0,2.0,5.0,260.0
other,1150.0,3.0,1.0,4.0,110.0
Whitefield,1200.0,3.0,1.0,3.0,61.96
other,965.0,2.0,2.0,2.0,48.0
other,812.0,1.0,1.0,1.0,26.0
other,1100.0,2.0,2.0,2.0,43.0
Whitefield,1180.0,2.0,2.0,2.0,41.0
other,1145.0,2.0,2.0,2.0,48.0
Haralur Road,1027.0,2.0,1.0,2.0,44.0
other,1215.0,2.0,2.0,2.0,49.85
other,1200.0,2.0,0.0,2.0,75.0
other,1015.0,2.0,2.0,2.0,58.0
other,2400.0,3.0,1.0,3.0,165.0
Whitefield,3000.0,4.0,3.0,4.0,306.0
7th Phase JP Nagar,3300.0,4.0,3.0,3.0,160.0
other,1076.0,2.0,2.0,2.0,52.0
other,1300.0,2.0,1.0,2.0,109.0
other,1300.0,2.0,2.0,2.0,102.0
other,1512.0,3.0,1.0,3.0,123.0
other,1053.4,3.0,1.0,3.0,88.91
other,605.0,1.0,0.0,1.0,41.745
other,1153.0,2.0,1.0,2.0,65.0
other,2080.0,2.0,1.0,2.0,150.0
other,1255.0,2.0,2.0,2.0,69.0
Marathahalli,1583.0,3.0,3.0,3.0,109.0
other,1505.0,2.0,2.0,2.0,90.0
other,1365.0,2.0,2.0,3.0,75.08
other,1200.0,3.0,3.0,3.0,95.75
other,1810.0,4.0,3.0,3.0,148.0
other,440.0,1.0,0.0,1.0,35.0
other,975.0,2.0,1.0,2.0,63.0
other,1250.0,2.0,3.0,2.0,39.0
other,1530.0,2.0,1.0,3.0,97.0
other,1300.0,2.0,2.0,3.0,39.0
other,1115.0,2.0,1.0,2.0,40.0
Sarjapur  Road,1308.0,2.0,1.0,2.0,83.0
other,1194.0,2.0,2.0,2.0,47.0
Uttarahalli,1490.0,2.0,2.0,3.0,59.6
Bannerghatta Road,10000.0,4.0,0.0,4.0,450.0
Sarjapur  Road,1592.0,3.0,1.0,3.0,91.0
other,1222.0,2.0,0.0,2.0,112.0
Raja Rajeshwari Nagar,1267.0,2.0,2.0,2.0,42.85
other,656.0,1.0,1.0,1.0,53.0
other,3400.0,4.0,3.0,4.0,530.0
other,4500.0,5.0,0.0,4.0,400.0
other,1200.0,1.0,1.0,2.0,36.0
Thanisandra,1698.0,3.0,2.0,3.0,102.0
other,1500.0,3.0,2.0,3.0,70.0
other,2000.0,5.0,0.0,4.0,80.0
Electronic City,1152.0,2.0,1.0,2.0,65.75
Raja Rajeshwari Nagar,550.0,1.0,0.0,1.0,21.0
other,900.0,2.0,2.0,2.0,42.0
other,1410.0,2.0,2.0,3.0,45.12
other,1419.0,2.0,3.0,3.0,73.0
other,1200.0,2.0,1.0,2.0,55.0
other,1800.0,3.0,3.0,3.0,65.0
other,990.0,2.0,1.0,2.0,40.0
Sarjapur  Road,1016.0,2.0,1.0,2.0,45.0
Bannerghatta Road,1100.0,2.0,0.0,2.0,39.0
other,850.0,2.0,1.0,4.0,65.0
Whitefield,1095.0,2.0,1.0,2.0,35.0
other,2000.0,3.0,2.0,3.0,85.0
other,1444.0,2.0,2.0,2.0,70.0
Whitefield,1415.0,2.0,3.0,2.0,67.0
other,1500.0,2.0,1.0,3.0,130.0
other,1600.0,3.0,3.0,3.0,72.0
Whitefield,1105.0,2.0,1.0,2.0,41.36
Electronic City,1225.0,3.0,0.0,3.0,45.03
other,2560.0,3.0,2.0,3.0,265.0
Kanakpura Road,1080.0,2.0,1.0,2.0,37.8
other,2400.0,3.0,3.0,7.0,150.0
other,1856.0,3.0,2.0,3.0,135.0
Haralur Road,1464.0,3.0,2.0,3.0,56.0
other,2100.0,6.0,2.0,6.0,71.0
Sarjapur  Road,1150.0,2.0,2.0,2.0,77.0
other,1200.0,4.0,1.0,5.0,98.0
other,1485.0,2.0,2.0,3.0,67.0
other,2500.0,3.0,3.0,3.0,75.0
Whitefield,1200.0,2.0,1.0,2.0,45.0
Hennur Road,1036.0,2.0,1.0,2.0,59.46
Whitefield,3445.0,5.0,3.0,4.0,270.0
other,1400.0,2.0,2.0,2.0,80.0
other,1110.0,2.0,2.0,2.0,33.0
other,1150.0,2.0,3.0,2.0,48.0
other,715.0,1.0,1.0,1.0,45.0
other,1200.0,4.0,0.0,4.0,130.0
other,1200.0,3.0,1.0,5.0,260.0
other,2283.0,4.0,2.0,4.0,130.0
other,1790.0,5.0,1.0,6.0,250.0
other,1453.0,2.0,2.0,3.0,43.58
other,1400.0,2.0,1.0,3.0,85.0
other,1400.0,3.0,0.0,3.0,65.0
Whitefield,1700.0,3.0,1.0,3.0,140.0
Kanakpura Road,1591.0,3.0,1.0,3.0,120.0
other,1515.0,2.0,1.0,3.0,79.0
Marathahalli,2500.0,3.0,3.0,5.0,200.0
other,975.0,2.0,1.0,2.0,24.86
other,1382.0,2.0,2.0,3.0,76.18
other,1750.0,5.0,2.0,7.0,350.0
other,1533.0,3.0,2.0,3.0,150.0
other,3815.0,3.0,1.0,3.0,763.0
other,1100.0,2.0,2.0,2.0,38.0
other,3730.0,6.0,2.0,4.0,450.0
other,1500.0,2.0,1.0,3.0,120.0
Yelahanka,1391.0,2.0,2.0,3.0,64.5
other,1160.0,2.0,2.0,2.0,42.92
other,620.0,1.0,1.0,1.0,27.0
other,2400.0,9.0,3.0,8.0,350.0
other,1200.0,7.0,3.0,8.0,130.0
Whitefield,4827.0,4.0,3.0,4.0,400.0
Kanakpura Road,1482.0,3.0,3.0,3.0,60.98
Whitefield,1405.0,2.0,2.0,2.0,84.5
other,1190.0,2.0,2.0,2.0,40.0
other,1174.0,2.0,1.0,2.0,78.0
other,1155.0,2.0,0.0,2.0,72.0
Thanisandra,1411.0,3.0,1.0,3.0,93.04
other,745.0,2.0,0.0,2.0,50.0
other,1000.0,2.0,2.0,2.0,30.0
other,923.0,2.0,1.0,2.0,50.0
other,1000.0,2.0,2.0,2.0,32.0
other,1276.0,2.0,2.0,2.0,45.0
other,1460.0,3.0,2.0,3.0,70.0
other,1355.0,2.0,1.0,2.0,95.0
other,833.0,1.0,1.0,1.0,49.0
other,1200.0,8.0,0.0,8.0,275.0
other,1200.0,2.0,1.0,2.0,48.0
other,669.0,1.0,1.0,1.0,36.85
7th Phase JP Nagar,2200.0,4.0,2.0,3.0,105.0
other,1594.0,3.0,0.0,3.0,125.0
other,1790.0,3.0,2.0,3.0,105.0
other,1020.0,2.0,1.0,2.0,45.0
other,1037.0,2.0,1.0,2.0,36.28
Whitefield,1345.0,2.0,2.0,3.0,57.0
other,1070.0,2.0,3.0,2.0,43.0
other,3000.0,5.0,0.0,4.0,270.0
other,1385.0,2.0,2.0,3.0,76.18
Kanakpura Road,1207.0,2.0,2.0,2.0,79.9
other,1140.0,2.0,3.0,2.0,55.5
other,1220.0,2.0,2.0,2.0,68.0
other,3811.0,3.0,2.0,4.0,475.0
other,3596.0,5.0,0.0,4.0,252.0
Sarjapur  Road,1965.0,3.0,3.0,3.0,120.0
other,1760.0,2.0,0.0,3.0,115.0
Haralur Road,1225.0,2.0,1.0,2.0,70.0
Marathahalli,1075.0,2.0,2.0,2.0,52.43
other,1000.0,2.0,1.0,2.0,68.0
Hennur Road,1891.0,3.0,1.0,3.0,109.0
Yelahanka,1322.0,2.0,2.0,2.0,86.0
other,1095.0,3.0,0.0,3.0,215.0
other,3600.0,4.0,0.0,4.0,260.0
other,1045.0,2.0,1.0,2.0,36.58
other,1545.0,3.0,3.0,3.0,85.0
Thanisandra,1996.0,3.0,2.0,3.0,135.0
other,1125.0,2.0,2.0,2.0,70.0
other,1560.0,3.0,1.0,3.0,115.0
other,2000.0,2.0,2.0,3.0,85.0
other,3100.0,4.0,2.0,4.0,310.0
other,780.0,2.0,1.0,2.0,35.0
other,1350.0,2.0,1.0,2.0,110.0
Sarjapur  Road,2275.0,4.0,2.0,3.0,180.0
other,1350.0,2.0,2.0,2.0,41.0
Haralur Road,1464.0,3.0,3.0,3.0,56.0
Kanakpura Road,1570.0,3.0,3.0,3.0,64.5
other,708.0,1.0,0.0,1.0,28.32
Sarjapur  Road,1680.0,3.0,1.0,3.0,160.0
other,1400.0,2.0,1.0,2.0,82.0
other,1310.0,2.0,2.0,2.0,72.0
other,3300.0,6.0,3.0,6.0,165.0
other,1175.0,2.0,1.0,2.0,57.0
other,1428.0,2.0,1.0,3.0,80.0
other,750.0,4.0,2.0,4.0,62.0
Whitefield,3252.0,4.0,3.0,4.0,280.0
Haralur Road,1194.0,2.0,2.0,2.0,46.0
other,1080.0,2.0,2.0,2.0,35.0
other,1200.0,2.0,1.0,3.0,68.0
Whitefield,1200.0,2.0,1.0,2.0,45.0
other,1200.0,4.0,3.0,5.0,120.0
other,1320.0,2.0,1.0,3.0,38.13
other,1842.0,3.0,2.0,3.0,115.0
other,1146.0,2.0,3.0,2.0,55.0
other,440.0,1.0,1.0,1.0,28.0
other,1048.0,2.0,3.0,2.0,50.0
Thanisandra,1801.0,3.0,1.0,3.0,115.0
Hennur Road,1232.0,2.0,1.0,2.0,69.61
Whitefield,1150.0,2.0,2.0,2.0,90.0
other,1868.0,3.0,1.0,3.0,120.0
other,1445.0,2.0,2.0,3.0,47.1
other,1466.0,2.0,3.0,3.0,140.0
other,1730.0,3.0,2.0,3.0,100.0
other,3860.0,3.0,2.0,3.0,402.0
other,1185.0,2.0,3.0,2.0,70.0
other,3027.0,4.0,3.0,3.0,260.0
Whitefield,2400.0,4.0,3.0,4.0,147.0
other,1185.0,2.0,1.0,2.0,49.0
other,1150.0,2.0,2.0,2.0,49.0
other,2000.0,4.0,2.0,5.0,180.0
other,875.0,3.0,1.0,6.0,98.0
other,1075.0,2.0,2.0,2.0,35.0
Hebbal,1760.0,3.0,2.0,3.0,123.0
other,1600.0,2.0,1.0,2.0,63.98
other,910.0,4.0,1.0,4.0,140.0
Haralur Road,1000.0,2.0,1.0,2.0,78.0
7th Phase JP Nagar,1215.0,2.0,2.0,2.0,90.0
other,1734.0,3.0,3.0,3.0,125.0
other,1280.0,2.0,1.0,2.0,60.0
other,1113.0,2.0,1.0,2.0,55.0
other,1272.0,2.0,2.0,2.0,48.0
other,1240.0,3.0,2.0,3.0,41.0
other,704.0,8.0,3.0,8.0,92.0
Yelahanka,1100.0,2.0,1.0,2.0,70.0
other,896.0,2.0,1.0,2.0,30.13
other,3657.0,5.0,0.0,4.0,220.0
other,1200.0,2.0,0.0,2.0,35.0
other,2800.0,4.0,3.0,4.0,155.0
Hebbal,2790.0,4.0,3.0,4.0,198.0
other,3500.0,3.0,0.0,3.0,198.0
other,3600.0,3.0,2.0,3.0,150.0
other,1500.0,2.0,2.0,2.0,30.0
other,1200.0,7.0,0.0,8.0,220.0
other,1096.0,2.0,2.0,2.0,48.0
other,580.0,2.0,0.0,2.0,95.0
other,1094.0,2.0,1.0,2.0,44.0
other,1100.0,2.0,2.0,2.0,49.0
other,2987.5,5.0,0.0,4.0,191.0
other,2503.0,6.0,2.0,4.0,325.0
other,1145.0,2.0,2.0,2.0,40.0
other,1550.0,3.0,2.0,3.0,74.5
other,1830.0,4.0,2.0,3.0,82.0
other,1746.0,3.0,3.0,3.0,84.95
other,1280.0,4.0,1.0,4.0,115.0
other,918.0,2.0,1.0,2.0,27.54
other,645.0,1.0,1.0,1.0,16.45
other,1305.0,2.0,1.0,3.0,60.0
other,1207.0,2.0,2.0,2.0,62.0
Thanisandra,1678.0,3.0,2.0,3.0,125.0
other,950.0,2.0,1.0,2.0,50.0
other,1200.0,7.0,0.0,10.0,240.0
Electronic City,1070.0,2.0,1.0,2.0,55.0
other,1732.46,3.0,2.0,3.0,92.0
other,1639.0,2.0,1.0,3.0,40.98
Marathahalli,1360.0,2.0,1.0,2.0,103.0
other,2592.0,4.0,2.0,4.0,250.0
other,4470.0,3.0,0.0,3.0,700.0
other,720.0,4.0,3.0,5.0,62.0
other,1656.0,3.0,2.0,3.0,150.0
Sarjapur  Road,985.0,2.0,1.0,2.0,49.0
other,1999.0,3.0,2.0,3.0,135.0
7th Phase JP Nagar,1050.0,2.0,1.0,2.0,75.0
Whitefield,1440.0,2.0,2.0,3.0,64.0
other,1600.0,2.0,2.0,3.0,160.0
other,1253.0,2.0,1.0,2.0,52.66
other,1200.0,3.0,0.0,3.0,85.0
other,1360.0,2.0,3.0,3.0,75.0
other,1086.0,2.0,1.0,2.0,47.5
other,1655.0,3.0,2.0,3.0,155.0
other,2600.0,4.0,0.0,4.0,260.0
Sarjapur  Road,1418.0,2.0,2.0,2.0,78.0
other,1270.0,2.0,2.0,2.0,100.0
other,1410.0,2.0,3.0,3.0,52.17
other,1150.0,2.0,1.0,2.0,74.0
other,600.0,3.0,2.0,2.0,45.0
other,1440.0,3.0,2.0,3.0,65.8
other,1200.0,2.0,0.0,3.0,108.0
other,1200.0,2.0,2.0,2.0,75.0
other,1410.0,2.0,3.0,3.0,50.06
other,1200.0,5.0,2.0,4.0,92.0
other,600.0,3.0,2.0,3.0,60.0
Whitefield,624.0,1.0,1.0,1.0,35.0
Electronic City,1060.0,2.0,1.0,2.0,58.0
Hebbal,3960.0,5.0,3.0,4.0,386.0
Whitefield,1200.0,2.0,1.0,2.0,45.0
other,1200.0,4.0,2.0,4.0,175.0
other,1917.0,3.0,0.0,4.0,60.0
other,950.0,2.0,1.0,2.0,40.0
other,3040.0,2.0,1.0,2.0,48.0
other,1250.0,3.0,1.0,3.0,50.0
other,1235.0,2.0,2.0,2.0,60.0
other,722.0,1.0,0.0,1.0,46.0
Kanakpura Road,2775.0,3.0,1.0,4.0,165.0
Sarjapur  Road,1200.0,2.0,1.0,2.0,93.0
Bannerghatta Road,1400.0,3.0,0.0,3.0,68.0
other,1225.0,3.0,3.0,3.0,60.0
Marathahalli,1220.0,2.0,1.0,2.0,58.5
other,705.0,1.0,1.0,1.0,52.5
other,1880.0,3.0,2.0,3.0,94.36
Yelahanka,1200.0,2.0,1.0,2.0,70.0
other,1550.0,2.0,1.0,3.0,60.0
other,1893.0,3.0,1.0,3.0,130.0
other,1650.0,3.0,2.0,3.0,75.0
other,1113.0,2.0,2.0,2.0,46.0
other,1500.0,2.0,0.0,2.0,203.0
other,1800.0,9.0,1.0,9.0,180.0
Sarjapur  Road,1586.0,3.0,3.0,3.0,70.0
other,4000.0,3.0,1.0,3.0,235.0
other,1541.0,3.0,3.0,3.0,80.0
Haralur Road,1830.0,3.0,2.0,3.0,101.0
other,1200.0,2.0,2.0,2.0,48.0
other,1800.0,2.0,0.0,3.0,72.0
other,1015.0,2.0,1.0,2.0,40.0
Raja Rajeshwari Nagar,1120.0,2.0,2.0,2.0,37.95
other,706.0,1.0,1.0,1.0,48.24
other,1350.0,4.0,2.0,4.0,85.0
other,610.0,4.0,0.0,6.0,95.0
Kanakpura Road,1900.0,3.0,1.0,3.0,99.0
other,1200.0,4.0,0.0,4.0,243.0
other,3000.0,5.0,3.0,4.0,150.0
other,1075.0,2.0,1.0,3.0,42.0
Kanakpura Road,1290.0,2.0,3.0,2.0,80.0
other,1200.0,2.0,1.0,2.0,50.0
other,1150.0,2.0,1.0,2.0,53.11
Uttarahalli,1360.0,2.0,3.0,3.0,61.2
other,4500.0,9.0,0.0,9.0,500.0
other,935.0,2.0,1.0,2.0,32.73
other,1730.0,3.0,3.0,3.0,140.0
Sarjapur  Road,1260.0,2.0,2.0,2.0,53.0
other,675.0,6.0,2.0,6.0,125.0
Marathahalli,4000.0,4.0,1.0,4.0,650.0
Marathahalli,950.0,2.0,1.0,2.0,45.68
other,600.0,3.0,2.0,2.0,85.0
other,2500.0,5.0,2.0,5.0,120.0
other,3216.0,5.0,2.0,4.0,300.0
other,800.0,3.0,2.0,6.0,120.0
other,1991.0,4.0,2.0,3.0,88.0
Sarjapur  Road,1115.0,2.0,1.0,2.0,60.0
other,1900.0,3.0,3.0,3.0,150.0
Whitefield,1109.0,2.0,1.0,2.0,41.49
other,2340.0,5.0,1.0,4.0,129.0
Whitefield,4356.0,5.0,1.0,4.0,850.0
other,1005.0,2.0,1.0,2.0,43.0
other,416.0,1.0,1.0,1.0,19.5
other,1394.0,2.0,1.0,2.0,100.0
other,2138.0,3.0,2.0,3.0,110.0
other,1550.0,3.0,2.0,3.0,160.0
other,1300.0,3.0,1.0,3.0,80.0
Thanisandra,1265.0,2.0,2.0,2.0,82.0
other,1140.0,2.0,2.0,2.0,52.0
other,1050.0,2.0,3.0,2.0,40.0
Thanisandra,1100.0,2.0,1.0,2.0,48.0
other,1012.0,2.0,1.0,2.0,59.0
other,1600.0,4.0,3.0,4.0,112.0
Yelahanka,1326.0,2.0,2.0,2.0,57.0
other,1654.0,2.0,3.0,3.0,85.0
